,,,Average width,Average width,Average width,Std width,Std width,Std width,Coverage,Coverage,Coverage,Spearman Correlation,Spearman Correlation,Spearman Correlation,Pearson Correlation,Pearson Correlation,Pearson Correlation
J+GP,2.5,1.5,28.249146433635783,32.179388102511105,76.43063241506823,62.19647851010834,70.28316148567427,175.36087105488693,0.9523809523809523,0.9523809523809523,0.9761904761904762,0.6203595245902986,0.626415309515715,0.6265398777032777,0.8592518366457259,0.8562724756828874,0.8520348424616062
J-minmax-GP,0.5,0.5,44.12415185614724,54.72887209355699,242.28538052030243,65.01874185175151,66.50027925076411,97.81086343889936,0.9285714285714286,0.9523809523809523,0.9761904761904762,0.7754604685673273,0.7737917844822322,0.7443162166673618,0.7229039573417997,0.7364406002044369,0.762890170269882
J-minmax-GP,0.5,1.0,44.375189450937015,50.922482509178245,165.17561533448585,69.86319656087846,71.93378725961477,119.24609135161909,0.9523809523809523,0.9523809523809523,0.9761904761904762,0.7700614679809,0.7643453833841133,0.7428248798002282,0.7643273977878469,0.7542572801603925,0.8084759693982136
J-minmax-GP,0.5,1.5,42.99256542533302,49.24844867866688,119.51650016421566,75.60929220556524,79.55047884227326,131.77128156775933,0.9523809523809523,0.9523809523809523,0.9761904761904762,0.7637700569238666,0.769323288146619,0.7411204060062044,0.7775881018950478,0.791345414928806,0.8371752047483862
J-minmax-GP,1.5,0.5,43.0155748784921,52.55426204704831,147.09678519121005,64.67129368270795,67.49231856344807,96.76421583991097,0.9523809523809523,0.9523809523809523,0.9761904761904762,0.4849951372936314,0.48409337933167385,0.495473093355954,0.6909429250216572,0.704368536644697,0.7368113734931185
J-minmax-GP,1.5,1.0,40.455910220265196,44.608715395289344,85.53160692959922,75.21844756038458,78.70084702716083,113.50481193020008,0.9523809523809523,0.9761904761904762,0.9761904761904762,0.4730411819803968,0.47583294458778985,0.49927135892968627,0.732777719373344,0.7194640197117579,0.7857199830490493
J-minmax-GP,1.5,1.5,40.60027005271783,46.42997564839747,88.69167772017829,92.82780743946161,102.61448691841287,176.8572411626182,0.9523809523809523,0.9761904761904762,0.9761904761904762,0.48887496440346534,0.4861368618996693,0.4790657153679476,0.7746459795476254,0.7821467025360281,0.8272799472719413
J-minmax-GP,2.5,0.5,43.05592082845306,52.426265852330914,134.64797173492465,63.66344189137692,66.7717447982343,95.70051026317637,0.9523809523809523,0.9761904761904762,0.9761904761904762,0.6182281088934313,0.6153581006030052,0.629401416300579,0.699205923043566,0.7092916776829653,0.7464074573654884
J-minmax-GP,2.5,1.0,37.68798914065195,46.52928444173693,77.07891734434398,74.03094723777637,83.28357921582449,113.25450522130063,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.6260121237995134,0.613033124448077,0.6363484797501042,0.7459389179267543,0.7673765624061689,0.7916630925765032
J-minmax-GP,2.5,1.5,44.876713068864646,48.678635485331526,92.85522311482208,107.43431274060767,115.20035676923021,211.5573024395091,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.6341544582196605,0.6332546204583062,0.6289362213985006,0.8065416118349713,0.8143292565623012,0.8357062250466853
