,,,Average width,Average width,Average width,Std width,Std width,Std width,Coverage,Coverage,Coverage,Spearman Correlation,Spearman Correlation,Spearman Correlation,Pearson Correlation,Pearson Correlation,Pearson Correlation
J+GP,1.5,0.5,0.16335886909049924,0.21982851357656533,0.32906055768655285,0.010749442893442955,0.012335501764938342,0.016028475421848085,0.9083333333333333,0.95,0.9916666666666667,0.23023630498219153,0.2431707204891822,0.2640660316153606,0.24364212459969956,0.27195846958155445,0.30853094798495706
J+GP,1.5,1.0,0.15512020996017797,0.18965394502590052,0.3051381148670319,0.031636656645257395,0.03801641350203723,0.061033507217225176,0.9333333333333333,0.9833333333333333,0.9916666666666667,0.3125731049407728,0.33051985833602565,0.30037776586742765,0.20648200549019996,0.2193153866565849,0.2156758405944377
J+GP,1.5,1.5,0.15740520120414084,0.18999733929275273,0.3166609422879657,0.04477877682267386,0.054335656118208744,0.09396373185566809,0.9333333333333333,0.9666666666666667,0.9916666666666667,0.3100991305901958,0.29691516988137273,0.3009236966164513,0.21554782596180155,0.21322072617375143,0.21968673167281336
J+GP,2.5,0.5,0.16004809689096444,0.1993721052353215,0.30222369028553603,0.02115173421175888,0.024227193228239022,0.033667620181624155,0.95,0.9833333333333333,0.9916666666666667,0.30519280173381697,0.32066583886364747,0.3123676070735464,0.20180105011175656,0.20996716307857927,0.20234174596123278
J+GP,2.5,1.0,0.15803458054914146,0.20437433508645994,0.30502387980405127,0.04101895608019035,0.054177195935844566,0.08100096947981598,0.9583333333333334,0.9833333333333333,0.9916666666666667,0.315457730923196,0.31269689360700353,0.2930031752987723,0.18599608788995498,0.19682118382854177,0.18335714270518116
J+GP,2.5,1.5,0.1630917766241356,0.20156908682138627,0.3070777911941064,0.05887049335391925,0.07589735343997048,0.12079846067122223,0.95,0.9666666666666667,0.9916666666666667,0.3133609777980172,0.31092299176958527,0.30107369835123865,0.19101753803455773,0.1818255531206789,0.18242070233186214
J-minmax-GP,0.5,0.5,0.1609156953352874,0.20801045100407062,0.31641756045211766,0.02682032664119847,0.03286376892991881,0.047235921764184945,0.9666666666666667,0.9833333333333333,0.9916666666666667,0.32968582546013897,0.3225061409239973,0.3058819430792147,0.1758137344199335,0.19220511999460987,0.1875048350582332
J-minmax-GP,0.5,1.0,0.15734407918288074,0.21015471143832595,0.3236521438380612,0.014612612803051669,0.018522438464050196,0.026657814359297656,0.9083333333333333,0.95,0.9916666666666667,0.25656716533600216,0.273243007004391,0.27989659023018115,0.29690167403647505,0.3144265788947489,0.3273452833991573
J-minmax-GP,0.5,1.5,0.1548413457078993,0.20939227585768036,0.3126715752725947,0.018887987257335925,0.025528802959419013,0.036352746322444146,0.9166666666666666,0.9583333333333334,0.9916666666666667,0.27009835889387107,0.2793785454089248,0.27874735261446293,0.3216334598419306,0.33788177353513327,0.3461416339328397
J-minmax-GP,1.5,0.5,0.16335886909049924,0.21982851357656533,0.32906055768655285,0.010749442893442955,0.012335501764938342,0.016028475421848085,0.9083333333333333,0.95,0.9916666666666667,0.23175315334986565,0.23883859394541318,0.2633821128252406,0.2408591821520822,0.2677743360692392,0.31201177072139064
J-minmax-GP,1.5,1.0,0.15512020996017797,0.18965394502590052,0.3051381148670319,0.031636656645257395,0.03801641350203723,0.061033507217225176,0.9333333333333333,0.9833333333333333,0.9916666666666667,0.30558333184474934,0.3198219643739224,0.2995932472263704,0.20900974817408907,0.21983346110418114,0.2107270144087629
J-minmax-GP,1.5,1.5,0.15740520120414084,0.18999733929275273,0.3166609422879657,0.04477877682267386,0.054335656118208744,0.09396373185566809,0.9333333333333333,0.9666666666666667,0.9916666666666667,0.30904115426335965,0.3015012499599588,0.29914826758127916,0.2182131476116816,0.211411375456244,0.2130115452102816
J-minmax-GP,2.5,0.5,0.16004809689096444,0.1993721052353215,0.30222369028553603,0.02115173421175888,0.024227193228239022,0.033667620181624155,0.95,0.9833333333333333,0.9916666666666667,0.302767489089272,0.3225429138539427,0.3119891366510791,0.1975451522455499,0.20613709844691552,0.20329984526043732
J-minmax-GP,2.5,1.0,0.15803458054914146,0.20437433508645994,0.30502387980405127,0.04101895608019035,0.054177195935844566,0.08100096947981598,0.9583333333333334,0.9833333333333333,0.9916666666666667,0.31603690544547236,0.30975898710418054,0.3056504928473445,0.19078926497164084,0.19230268831105227,0.18472838334583497
J-minmax-GP,2.5,1.5,0.1630917766241356,0.20156908682138627,0.3070777911941064,0.05887049335391925,0.07589735343997048,0.12079846067122223,0.95,0.9666666666666667,0.9916666666666667,0.3091446416298445,0.3081882907870884,0.30281890751007406,0.1915551765703954,0.19039033901826832,0.18435571416621727
